Label,Text,clean_msg,msg_lower,token,spell,no_stopwords,msg_stemmed,msg_lemmatized,msg_n_gram_2,msg_n_gram_3,msg_n_gram_4,msg_string
negative,"saran aja kalo booster vaksin lebih baik milih pfizer aja soalnya kalo astra efeknya demam, moderna lebih parah, kalo pfizer ga ada efek. udah survey orang-orang kantor dan aku sendiri",saran aja kalo booster vaksin lebih baik milih pfizer aja soalnya kalo astra efeknya demam moderna lebih parah kalo pfizer ga ada efek udah survey orangorang kantor dan aku sendiri,saran aja kalo booster vaksin lebih baik milih pfizer aja soalnya kalo astra efeknya demam moderna lebih parah kalo pfizer ga ada efek udah survey orangorang kantor dan aku sendiri,"['saran', 'aja', 'kalo', 'booster', 'vaksin', 'lebih', 'baik', 'milih', 'pfizer', 'aja', 'soalnya', 'kalo', 'astra', 'efeknya', 'demam', 'moderna', 'lebih', 'parah', 'kalo', 'pfizer', 'ga', 'ada', 'efek', 'udah', 'survey', 'orangorang', 'kantor', 'dan', 'aku', 'sendiri']","['saran', 'saja', 'kalau', 'booster', 'vaksin', 'lebih', 'baik', 'pilih', 'pfizer', 'saja', 'soalnya', 'kalau', 'astrazeneca', 'efeknya', 'demam', 'moderna', 'lebih', 'parah', 'kalau', 'pfizer', 'tidak', 'ada', 'efek', 'sudah', 'survey', 'orangorang', 'kantor', 'dan', 'aku', 'sendiri']","['saran', 'kalau', 'booster', 'vaksin', 'lebih', 'baik', 'pilih', 'pfizer', 'soalnya', 'kalau', 'astrazeneca', 'efeknya', 'demam', 'moderna', 'lebih', 'parah', 'kalau', 'pfizer', 'efek', 'survey', 'orangorang', 'kantor', 'sendiri']","['saran', 'kalau', 'booster', 'vaksin', 'lebih', 'baik', 'pilih', 'pfizer', 'soal', 'kalau', 'astrazeneca', 'efek', 'demam', 'moderna', 'lebih', 'parah', 'kalau', 'pfizer', 'efek', 'survey', 'orangorang', 'kantor', 'sendiri']","['saran', 'kalau', 'booster', 'vaksin', 'lebih', 'baik', 'pilih', 'pfizer', 'soalnya', 'kalau', 'astrazeneca', 'efeknya', 'demam', 'moderna', 'lebih', 'parah', 'kalau', 'pfizer', 'efek', 'survey', 'orangorang', 'kantor', 'sendiri']",[],[],[],saran kalau booster vaksin lebih baik pilih pfizer soal kalau astrazeneca efek demam moderna lebih parah kalau pfizer efek survey orangorang kantor sendiri
negative,baca tweet ternyata banyak banget yg ngerasain efek vaksin booster moderna aduhh ini kapan sembuhnya,baca tweet ternyata banyak banget yg ngerasain efek vaksin booster moderna aduhh ini kapan sembuhnya,baca tweet ternyata banyak banget yg ngerasain efek vaksin booster moderna aduhh ini kapan sembuhnya,"['baca', 'tweet', 'ternyata', 'banyak', 'banget', 'yg', 'ngerasain', 'efek', 'vaksin', 'booster', 'moderna', 'aduhh', 'ini', 'kapan', 'sembuhnya']","['baca', 'tweet', 'ternyata', 'banyak', 'sekali', 'yang', 'merasakan', 'efek', 'vaksin', 'booster', 'moderna', 'aduhh', 'ini', 'kapan', 'sembuhnya']","['baca', 'tweet', 'ternyata', 'banyak', 'sekali', 'merasakan', 'efek', 'vaksin', 'booster', 'moderna', 'aduhh', 'kapan', 'sembuhnya']","['baca', 'tweet', 'nyata', 'banyak', 'sekali', 'rasa', 'efek', 'vaksin', 'booster', 'moderna', 'aduhh', 'kapan', 'sembuh']","['baca', 'tweet', 'ternyata', 'banyak', 'sekali', 'merasakan', 'efek', 'vaksin', 'booster', 'moderna', 'aduhh', 'kapan', 'sembuhnya']",[],[],[],baca tweet nyata banyak sekali rasa efek vaksin booster moderna aduhh kapan sembuh
negative,kalo vaksin booster kayak pfizer moderna gitu emang efek sampingnya lebih parah dari kayak sinovac sinopharm wkwkwk tapi lebih manjur jg,kalo vaksin booster kayak pfizer moderna gitu emang efek sampingnya lebih parah dari kayak sinovac sinopharm wkwkwk tapi lebih manjur jg,kalo vaksin booster kayak pfizer moderna gitu emang efek sampingnya lebih parah dari kayak sinovac sinopharm wkwkwk tapi lebih manjur jg,"['kalo', 'vaksin', 'booster', 'kayak', 'pfizer', 'moderna', 'gitu', 'emang', 'efek', 'sampingnya', 'lebih', 'parah', 'dari', 'kayak', 'sinovac', 'sinopharm', 'wkwkwk', 'tapi', 'lebih', 'manjur', 'jg']","['kalau', 'vaksin', 'booster', 'seperti', 'pfizer', 'moderna', 'begitu', 'memang', 'efek', 'sampingnya', 'lebih', 'parah', 'dari', 'seperti', 'sinovac', 'sinopharm', 'wkwkwk', 'tapi', 'lebih', 'manjur', 'juga']","['kalau', 'vaksin', 'booster', 'pfizer', 'moderna', 'memang', 'efek', 'sampingnya', 'lebih', 'parah', 'sinovac', 'sinopharm', 'lebih', 'manjur']","['kalau', 'vaksin', 'booster', 'pfizer', 'moderna', 'memang', 'efek', 'samping', 'lebih', 'parah', 'sinovac', 'sinopharm', 'lebih', 'manjur']","['kalau', 'vaksin', 'booster', 'pfizer', 'moderna', 'memang', 'efek', 'sampingnya', 'lebih', 'parah', 'sinovac', 'sinopharm', 'lebih', 'manjur']",[],[],[],kalau vaksin booster pfizer moderna memang efek samping lebih parah sinovac sinopharm lebih manjur
positive,"udah pake moderna, efek samping ga seserem kata orang-orang. cuma pegel sore-malem, paginya udah enakan, belom ilang pegelnya % tapi udah bisa nyetir jauh walaupun masih pegel. oh iya abis vaksin aku langsung makan minum paracetamol",udah pake moderna efek samping ga seserem kata orangorang cuma pegel soremalem paginya udah enakan belom ilang pegelnya  tapi udah bisa nyetir jauh walaupun masih pegel oh iya abis vaksin aku langsung makan minum paracetamol,udah pake moderna efek samping ga seserem kata orangorang cuma pegel soremalem paginya udah enakan belom ilang pegelnya  tapi udah bisa nyetir jauh walaupun masih pegel oh iya abis vaksin aku langsung makan minum paracetamol,"['udah', 'pake', 'moderna', 'efek', 'samping', 'ga', 'seserem', 'kata', 'orangorang', 'cuma', 'pegel', 'soremalem', 'paginya', 'udah', 'enakan', 'belom', 'ilang', 'pegelnya', 'tapi', 'udah', 'bisa', 'nyetir', 'jauh', 'walaupun', 'masih', 'pegel', 'oh', 'iya', 'abis', 'vaksin', 'aku', 'langsung', 'makan', 'minum', 'paracetamol']","['sudah', 'pakai', 'moderna', 'efek', 'samping', 'tidak', 'seseram', 'kata', 'orangorang', 'hanya', 'pegal', 'soremalem', 'paginya', 'sudah', 'baikan', 'belum', 'hilang', 'pegalnya', 'tapi', 'sudah', 'bisa', 'menyetir', 'jauh', 'walaupun', 'masih', 'pegal', 'oh', 'iya', 'setelah', 'vaksin', 'aku', 'langsung', 'makan', 'minum', 'paracetamol']","['pakai', 'moderna', 'efek', 'samping', 'seseram', 'kata', 'orangorang', 'pegal', 'soremalem', 'paginya', 'baikan', 'hilang', 'pegalnya', 'menyetir', 'jauh', 'walaupun', 'pegal', 'vaksin', 'langsung', 'makan', 'minum', 'paracetamol']","['pakai', 'moderna', 'efek', 'samping', 'seram', 'kata', 'orangorang', 'pegal', 'soremalem', 'pagi', 'baik', 'hilang', 'pegal', 'setir', 'jauh', 'walaupun', 'pegal', 'vaksin', 'langsung', 'makan', 'minum', 'paracetamol']","['pakai', 'moderna', 'efek', 'samping', 'seseram', 'kata', 'orangorang', 'pegal', 'soremalem', 'paginya', 'baikan', 'hilang', 'pegalnya', 'menyetir', 'jauh', 'walaupun', 'pegal', 'vaksin', 'langsung', 'makan', 'minum', 'paracetamol']",[],[],[],pakai moderna efek samping seram kata orangorang pegal soremalem pagi baik hilang pegal setir jauh walaupun pegal vaksin langsung makan minum paracetamol
negative,"gue nanya temen vaksin pfizer efeknya cuma pusing, beda banget sama moderna udah kaya orang tepar gakaruan",gue nanya temen vaksin pfizer efeknya cuma pusing beda banget sama moderna udah kaya orang tepar gakaruan,gue nanya temen vaksin pfizer efeknya cuma pusing beda banget sama moderna udah kaya orang tepar gakaruan,"['gue', 'nanya', 'temen', 'vaksin', 'pfizer', 'efeknya', 'cuma', 'pusing', 'beda', 'banget', 'sama', 'moderna', 'udah', 'kaya', 'orang', 'tepar', 'gakaruan']","['aku', 'bertanya', 'teman', 'vaksin', 'pfizer', 'efeknya', 'hanya', 'pusing', 'beda', 'sekali', 'sama', 'moderna', 'sudah', 'seperti', 'orang', 'lelah', 'gakaruan']","['bertanya', 'teman', 'vaksin', 'pfizer', 'efeknya', 'pusing', 'beda', 'sekali', 'sama', 'moderna', 'orang', 'lelah', 'gakaruan']","['tanya', 'teman', 'vaksin', 'pfizer', 'efek', 'pusing', 'beda', 'sekali', 'sama', 'moderna', 'orang', 'lelah', 'gakaruan']","['bertanya', 'teman', 'vaksin', 'pfizer', 'efeknya', 'pusing', 'beda', 'sekali', 'sama', 'moderna', 'orang', 'lelah', 'gakaruan']",[],[],[],tanya teman vaksin pfizer efek pusing beda sekali sama moderna orang lelah gakaruan
negative,"ini yg sy rasain setelah vaksin booster moderna.. meriang,, lemes,, masih nyeri di tempat suntik.. puncaknya wktu tidur malem sih.. badan panas.. kedinginan.. gabisa tidur pokoknya kebangun jm sampe jm an",ini yg sy rasain setelah vaksin booster moderna meriang lemes masih nyeri di tempat suntik puncaknya wktu tidur malem sih badan panas kedinginan gabisa tidur pokoknya kebangun jm sampe jm an,ini yg sy rasain setelah vaksin booster moderna meriang lemes masih nyeri di tempat suntik puncaknya wktu tidur malem sih badan panas kedinginan gabisa tidur pokoknya kebangun jm sampe jm an,"['ini', 'yg', 'sy', 'rasain', 'setelah', 'vaksin', 'booster', 'moderna', 'meriang', 'lemes', 'masih', 'nyeri', 'di', 'tempat', 'suntik', 'puncaknya', 'wktu', 'tidur', 'malem', 'sih', 'badan', 'panas', 'kedinginan', 'gabisa', 'tidur', 'pokoknya', 'kebangun', 'jm', 'sampe', 'jm', 'an']","['ini', 'yang', 'saya', 'rasakan', 'setelah', 'vaksin', 'booster', 'moderna', 'meriang', 'lemas', 'masih', 'nyeri', 'di', 'tempat', 'suntik', 'puncaknya', 'waktu', 'tidur', 'malam', 'sih', 'badan', 'panas', 'kedinginan', 'gabisa', 'tidur', 'pokoknya', 'terbangun', 'jam', 'sampai', 'jam', 'an']","['rasakan', 'vaksin', 'booster', 'moderna', 'meriang', 'lemas', 'nyeri', 'tempat', 'suntik', 'puncaknya', 'waktu', 'tidur', 'malam', 'badan', 'panas', 'kedinginan', 'gabisa', 'tidur', 'pokoknya', 'terbangun', 'jam', 'jam']","['rasa', 'vaksin', 'booster', 'moderna', 'meriang', 'lemas', 'nyeri', 'tempat', 'suntik', 'puncak', 'waktu', 'tidur', 'malam', 'badan', 'panas', 'dingin', 'gabisa', 'tidur', 'pokok', 'bangun', 'jam', 'jam']","['rasakan', 'vaksin', 'booster', 'moderna', 'meriang', 'lemas', 'nyeri', 'tempat', 'suntik', 'puncaknya', 'waktu', 'tidur', 'malam', 'badan', 'panas', 'kedinginan', 'gabisa', 'tidur', 'pokoknya', 'terbangun', 'jam', 'jam']",[],[],[],rasa vaksin booster moderna meriang lemas nyeri tempat suntik puncak waktu tidur malam badan panas dingin gabisa tidur pokok bangun jam jam
negative,gilaaaa vaksin moderna ini luar biasa efeknya anjerr,gilaaaa vaksin moderna ini luar biasa efeknya anjerr,gilaaaa vaksin moderna ini luar biasa efeknya anjerr,"['gilaaaa', 'vaksin', 'moderna', 'ini', 'luar', 'biasa', 'efeknya', 'anjerr']","['gilaaaa', 'vaksin', 'moderna', 'ini', 'luar', 'biasa', 'efeknya', 'anjerr']","['gilaaaa', 'vaksin', 'moderna', 'luar', 'biasa', 'efeknya', 'anjerr']","['gilaaaa', 'vaksin', 'moderna', 'luar', 'biasa', 'efek', 'anjerr']","['gilaaaa', 'vaksin', 'moderna', 'luar', 'biasa', 'efeknya', 'anjerr']",[],[],[],gilaaaa vaksin moderna luar biasa efek anjerr
positive,abis vaksin moderna seharusnya tangan pegel demam mual dll tapi ini besoknya buat basket karena ga kerasa apa padahal papa pegel  demam.,abis vaksin moderna seharusnya tangan pegel demam mual dll tapi ini besoknya buat basket karena ga kerasa apa padahal papa pegel  demam,abis vaksin moderna seharusnya tangan pegel demam mual dll tapi ini besoknya buat basket karena ga kerasa apa padahal papa pegel  demam,"['abis', 'vaksin', 'moderna', 'seharusnya', 'tangan', 'pegel', 'demam', 'mual', 'dll', 'tapi', 'ini', 'besoknya', 'buat', 'basket', 'karena', 'ga', 'kerasa', 'apa', 'padahal', 'papa', 'pegel', 'demam']","['setelah', 'vaksin', 'moderna', 'seharusnya', 'tangan', 'pegal', 'demam', 'mual', 'dll', 'tapi', 'ini', 'besoknya', 'buat', 'basket', 'karena', 'tidak', 'terasa', 'apa', 'padahal', 'ayah', 'pegal', 'demam']","['vaksin', 'moderna', 'tangan', 'pegal', 'demam', 'mual', 'besoknya', 'buat', 'basket', 'terasa', 'apa', 'padahal', 'ayah', 'pegal', 'demam']","['vaksin', 'moderna', 'tangan', 'pegal', 'demam', 'mual', 'besok', 'buat', 'basket', 'asa', 'apa', 'padahal', 'ayah', 'pegal', 'demam']","['vaksin', 'moderna', 'tangan', 'pegal', 'demam', 'mual', 'besoknya', 'buat', 'basket', 'terasa', 'apa', 'padahal', 'ayah', 'pegal', 'demam']",[],[],[],vaksin moderna tangan pegal demam mual besok buat basket asa apa padahal ayah pegal demam
positive,"jam setelah vaksin moderna: udah enakan, masih pegel di area suntik",jam setelah vaksin moderna udah enakan masih pegel di area suntik,jam setelah vaksin moderna udah enakan masih pegel di area suntik,"['jam', 'setelah', 'vaksin', 'moderna', 'udah', 'enakan', 'masih', 'pegel', 'di', 'area', 'suntik']","['jam', 'setelah', 'vaksin', 'moderna', 'sudah', 'baikan', 'masih', 'pegal', 'di', 'area', 'suntik']","['jam', 'vaksin', 'moderna', 'baikan', 'pegal', 'area', 'suntik']","['jam', 'vaksin', 'moderna', 'baik', 'pegal', 'area', 'suntik']","['jam', 'vaksin', 'moderna', 'baikan', 'pegal', 'area', 'suntik']",[],[],[],jam vaksin moderna baik pegal area suntik
positive,"tergantung dia sakit bawaan atau ngga, gus. temen sy juga dah booster / moderna, / pfizer, efeknya memang lbh kuat dr vaksin sebelumnya. dia jd lemes tp alhamdulillah baik aja. papa sy jg ga jadi booster minggu kemarin karna gula darah",tergantung dia sakit bawaan atau ngga gus temen sy juga dah booster  moderna  pfizer efeknya memang lbh kuat dr vaksin sebelumnya dia jd lemes tp alhamdulillah baik aja papa sy jg ga jadi booster minggu kemarin karna gula darah,tergantung dia sakit bawaan atau ngga gus temen sy juga dah booster  moderna  pfizer efeknya memang lbh kuat dr vaksin sebelumnya dia jd lemes tp alhamdulillah baik aja papa sy jg ga jadi booster minggu kemarin karna gula darah,"['tergantung', 'dia', 'sakit', 'bawaan', 'atau', 'ngga', 'gus', 'temen', 'sy', 'juga', 'dah', 'booster', 'moderna', 'pfizer', 'efeknya', 'memang', 'lbh', 'kuat', 'dr', 'vaksin', 'sebelumnya', 'dia', 'jd', 'lemes', 'tp', 'alhamdulillah', 'baik', 'aja', 'papa', 'sy', 'jg', 'ga', 'jadi', 'booster', 'minggu', 'kemarin', 'karna', 'gula', 'darah']","['tergantung', 'dia', 'sakit', 'bawaan', 'atau', 'tidak', 'gus', 'teman', 'saya', 'juga', 'sudah', 'booster', 'moderna', 'pfizer', 'efeknya', 'memang', 'lebih', 'kuat', 'dari', 'vaksin', 'sebelumnya', 'dia', 'jadi', 'lemas', 'tapi', 'alhamdulillah', 'baik', 'saja', 'ayah', 'saya', 'juga', 'tidak', 'jadi', 'booster', 'minggu', 'kemarin', 'karena', 'gula', 'darah']","['tergantung', 'sakit', 'bawaan', 'gus', 'teman', 'booster', 'moderna', 'pfizer', 'efeknya', 'memang', 'lebih', 'kuat', 'vaksin', 'sebelumnya', 'jadi', 'lemas', 'alhamdulillah', 'baik', 'ayah', 'jadi', 'booster', 'minggu', 'kemarin', 'gula', 'darah']","['gantung', 'sakit', 'bawa', 'gus', 'teman', 'booster', 'moderna', 'pfizer', 'efek', 'memang', 'lebih', 'kuat', 'vaksin', 'belum', 'jadi', 'lemas', 'alhamdulillah', 'baik', 'ayah', 'jadi', 'booster', 'minggu', 'kemarin', 'gula', 'darah']","['tergantung', 'sakit', 'bawaan', 'gu', 'teman', 'booster', 'moderna', 'pfizer', 'efeknya', 'memang', 'lebih', 'kuat', 'vaksin', 'sebelumnya', 'jadi', 'lemas', 'alhamdulillah', 'baik', 'ayah', 'jadi', 'booster', 'minggu', 'kemarin', 'gula', 'darah']",[],[],[],gantung sakit bawa gus teman booster moderna pfizer efek memang lebih kuat vaksin belum jadi lemas alhamdulillah baik ayah jadi booster minggu kemarin gula darah
negative,"aku juga gitu bukkk pas vaksin dosis dua moderna. padahal dosis satu nya cuma kaku + nyeri doang bagian bekas suntik. yang dosis dua kayak meriang, lemes, letoyyyyy",aku juga gitu bukkk pas vaksin dosis dua moderna padahal dosis satu nya cuma kaku  nyeri doang bagian bekas suntik yang dosis dua kayak meriang lemes letoyyyyy,aku juga gitu bukkk pas vaksin dosis dua moderna padahal dosis satu nya cuma kaku  nyeri doang bagian bekas suntik yang dosis dua kayak meriang lemes letoyyyyy,"['aku', 'juga', 'gitu', 'bukkk', 'pas', 'vaksin', 'dosis', 'dua', 'moderna', 'padahal', 'dosis', 'satu', 'nya', 'cuma', 'kaku', 'nyeri', 'doang', 'bagian', 'bekas', 'suntik', 'yang', 'dosis', 'dua', 'kayak', 'meriang', 'lemes', 'letoyyyyy']","['aku', 'juga', 'begitu', 'bukkk', 'saat', 'vaksin', 'dosis', 'dua', 'moderna', 'padahal', 'dosis', 'satu', 'nya', 'hanya', 'kaku', 'nyeri', 'saja', 'bagian', 'bekas', 'suntik', 'yang', 'dosis', 'dua', 'seperti', 'meriang', 'lemas', 'lunglai']","['bukkk', 'vaksin', 'dosis', 'moderna', 'padahal', 'dosis', 'satu', 'kaku', 'nyeri', 'bagian', 'bekas', 'suntik', 'dosis', 'meriang', 'lemas', 'lunglai']","['bukkk', 'vaksin', 'dosis', 'moderna', 'padahal', 'dosis', 'satu', 'kaku', 'nyeri', 'bagi', 'bekas', 'suntik', 'dosis', 'meriang', 'lemas', 'lunglai']","['bukkk', 'vaksin', 'dosis', 'moderna', 'padahal', 'dosis', 'satu', 'kaku', 'nyeri', 'bagian', 'bekas', 'suntik', 'dosis', 'meriang', 'lemas', 'lunglai']",[],[],[],bukkk vaksin dosis moderna padahal dosis satu kaku nyeri bagi bekas suntik dosis meriang lemas lunglai
negative,+ vaksin booster moderna makin jadi nih demam + membengkak bekas suntikan hdh, vaksin booster moderna makin jadi nih demam  membengkak bekas suntikan hdh, vaksin booster moderna makin jadi nih demam  membengkak bekas suntikan hdh,"['vaksin', 'booster', 'moderna', 'makin', 'jadi', 'nih', 'demam', 'membengkak', 'bekas', 'suntikan', 'hdh']","['vaksin', 'booster', 'moderna', 'makin', 'jadi', 'nih', 'demam', 'membengkak', 'bekas', 'suntikkan', 'hdh']","['vaksin', 'booster', 'moderna', 'makin', 'jadi', 'demam', 'membengkak', 'bekas', 'suntikkan', 'hdh']","['vaksin', 'booster', 'moderna', 'makin', 'jadi', 'demam', 'bengkak', 'bekas', 'suntik', 'hdh']","['vaksin', 'booster', 'moderna', 'makin', 'jadi', 'demam', 'membengkak', 'bekas', 'suntikkan', 'hdh']",[],[],[],vaksin booster moderna makin jadi demam bengkak bekas suntik hdh
negative,sing moderna rodo parah efek ,sing moderna rodo parah efek ,sing moderna rodo parah efek ,"['sing', 'moderna', 'rodo', 'parah', 'efek']","['yang', 'moderna', 'sedikit', 'parah', 'efek']","['moderna', 'sedikit', 'parah', 'efek']","['moderna', 'sedikit', 'parah', 'efek']","['moderna', 'sedikit', 'parah', 'efek']",[],[],[],moderna sedikit parah efek
negative,"+ vaksin moderna. tumbang sih :""( smua efek diborong.", vaksin moderna tumbang sih  smua efek diborong, vaksin moderna tumbang sih  smua efek diborong,"['vaksin', 'moderna', 'tumbang', 'sih', 'smua', 'efek', 'diborong']","['vaksin', 'moderna', 'tumbang', 'sih', 'semua', 'efek', 'diborong']","['vaksin', 'moderna', 'tumbang', 'semua', 'efek', 'diborong']","['vaksin', 'moderna', 'tumbang', 'semua', 'efek', 'borong']","['vaksin', 'moderna', 'tumbang', 'semua', 'efek', 'diborong']",[],[],[],vaksin moderna tumbang semua efek borong
negative,sedap juga efek si moderna ini,sedap juga efek si moderna ini,sedap juga efek si moderna ini,"['sedap', 'juga', 'efek', 'si', 'moderna', 'ini']","['sedap', 'juga', 'efek', 'si', 'moderna', 'ini']","['sedap', 'efek', 'moderna']","['sedap', 'efek', 'moderna']","['sedap', 'efek', 'moderna']",[],[],[],sedap efek moderna
positive,"dosis moderna selesai, setelah satu jam belum ngerasain efek apa apa.",dosis moderna selesai setelah satu jam belum ngerasain efek apa apa,dosis moderna selesai setelah satu jam belum ngerasain efek apa apa,"['dosis', 'moderna', 'selesai', 'setelah', 'satu', 'jam', 'belum', 'ngerasain', 'efek', 'apa', 'apa']","['dosis', 'moderna', 'selesai', 'setelah', 'satu', 'jam', 'belum', 'merasakan', 'efek', 'apa', 'apa']","['dosis', 'moderna', 'selesai', 'satu', 'jam', 'merasakan', 'efek', 'apa', 'apa']","['dosis', 'moderna', 'selesai', 'satu', 'jam', 'rasa', 'efek', 'apa', 'apa']","['dosis', 'moderna', 'selesai', 'satu', 'jam', 'merasakan', 'efek', 'apa', 'apa']",[],[],[],dosis moderna selesai satu jam rasa efek apa apa
positive,"setelah sekitar jam, siap efek titik yg disuntik njarem, cenut, demam bbrp hari, kepala pusing, lemes. moderna rata berdampak spt itu. alhamdulillah kemarin saya baru terbebas dr efek itu setelah disuntik moderna pd jumat sore. semoga sehat",setelah sekitar jam siap efek titik yg disuntik njarem cenut demam bbrp hari kepala pusing lemes moderna rata berdampak spt itu alhamdulillah kemarin saya baru terbebas dr efek itu setelah disuntik moderna pd jumat sore semoga sehat,setelah sekitar jam siap efek titik yg disuntik njarem cenut demam bbrp hari kepala pusing lemes moderna rata berdampak spt itu alhamdulillah kemarin saya baru terbebas dr efek itu setelah disuntik moderna pd jumat sore semoga sehat,"['setelah', 'sekitar', 'jam', 'siap', 'efek', 'titik', 'yg', 'disuntik', 'njarem', 'cenut', 'demam', 'bbrp', 'hari', 'kepala', 'pusing', 'lemes', 'moderna', 'rata', 'berdampak', 'spt', 'itu', 'alhamdulillah', 'kemarin', 'saya', 'baru', 'terbebas', 'dr', 'efek', 'itu', 'setelah', 'disuntik', 'moderna', 'pd', 'jumat', 'sore', 'semoga', 'sehat']","['setelah', 'sekitar', 'jam', 'siap', 'efek', 'titik', 'yang', 'disuntik', 'nyeri', 'sakit', 'demam', 'beberapa', 'hari', 'kepala', 'pusing', 'lemas', 'moderna', 'rata', 'berdampak', 'seperti', 'itu', 'alhamdulillah', 'kemarin', 'saya', 'baru', 'terbebas', 'dari', 'efek', 'itu', 'setelah', 'disuntik', 'moderna', 'padahal', 'jumat', 'sore', 'semoga', 'sehat']","['jam', 'siap', 'efek', 'titik', 'disuntik', 'nyeri', 'sakit', 'demam', 'beberapa', 'hari', 'kepala', 'pusing', 'lemas', 'moderna', 'rata', 'berdampak', 'alhamdulillah', 'kemarin', 'baru', 'terbebas', 'efek', 'disuntik', 'moderna', 'padahal', 'jumat', 'sore', 'semoga', 'sehat']","['jam', 'siap', 'efek', 'titik', 'suntik', 'nyeri', 'sakit', 'demam', 'beberapa', 'hari', 'kepala', 'pusing', 'lemas', 'moderna', 'rata', 'dampak', 'alhamdulillah', 'kemarin', 'baru', 'bebas', 'efek', 'suntik', 'moderna', 'padahal', 'jumat', 'sore', 'moga', 'sehat']","['jam', 'siap', 'efek', 'titik', 'disuntik', 'nyeri', 'sakit', 'demam', 'beberapa', 'hari', 'kepala', 'pusing', 'lemas', 'moderna', 'rata', 'berdampak', 'alhamdulillah', 'kemarin', 'baru', 'terbebas', 'efek', 'disuntik', 'moderna', 'padahal', 'jumat', 'sore', 'semoga', 'sehat']",[],[],[],jam siap efek titik suntik nyeri sakit demam beberapa hari kepala pusing lemas moderna rata dampak alhamdulillah kemarin baru bebas efek suntik moderna padahal jumat sore moga sehat
negative,"kalau moderna apalagi efek pertama kali bikin mata kunang,siang ngantuk berat, malamnya kedinginan susah tidur linu nyeri di lengan bekas suntikan",kalau moderna apalagi efek pertama kali bikin mata kunangsiang ngantuk berat malamnya kedinginan susah tidur linu nyeri di lengan bekas suntikan,kalau moderna apalagi efek pertama kali bikin mata kunangsiang ngantuk berat malamnya kedinginan susah tidur linu nyeri di lengan bekas suntikan,"['kalau', 'moderna', 'apalagi', 'efek', 'pertama', 'kali', 'bikin', 'mata', 'kunangsiang', 'ngantuk', 'berat', 'malamnya', 'kedinginan', 'susah', 'tidur', 'linu', 'nyeri', 'di', 'lengan', 'bekas', 'suntikan']","['kalau', 'moderna', 'apalagi', 'efek', 'pertama', 'kali', 'buat', 'mata', 'kunangsiang', 'mengantuk', 'berat', 'malamnya', 'kedinginan', 'susah', 'tidur', 'pegal', 'nyeri', 'di', 'lengan', 'bekas', 'suntikkan']","['kalau', 'moderna', 'efek', 'pertama', 'kali', 'buat', 'mata', 'kunangsiang', 'mengantuk', 'berat', 'malamnya', 'kedinginan', 'susah', 'tidur', 'pegal', 'nyeri', 'lengan', 'bekas', 'suntikkan']","['kalau', 'moderna', 'efek', 'pertama', 'kali', 'buat', 'mata', 'kunangsiang', 'antuk', 'berat', 'malam', 'dingin', 'susah', 'tidur', 'pegal', 'nyeri', 'lengan', 'bekas', 'suntik']","['kalau', 'moderna', 'efek', 'pertama', 'kali', 'buat', 'mata', 'kunangsiang', 'mengantuk', 'berat', 'malamnya', 'kedinginan', 'susah', 'tidur', 'pegal', 'nyeri', 'lengan', 'bekas', 'suntikkan']",[],[],[],kalau moderna efek pertama kali buat mata kunangsiang antuk berat malam dingin susah tidur pegal nyeri lengan bekas suntik
negative,"udah booster sejak agustus kak , moderna, efeknya gak main di badanku sampai bikin gak bisa bangun? semoga kak flo gak ada efek aneh biar gak ganggu aktivitas",udah booster sejak agustus kak  moderna efeknya gak main di badanku sampai bikin gak bisa bangun semoga kak flo gak ada efek aneh biar gak ganggu aktivitas,udah booster sejak agustus kak  moderna efeknya gak main di badanku sampai bikin gak bisa bangun semoga kak flo gak ada efek aneh biar gak ganggu aktivitas,"['udah', 'booster', 'sejak', 'agustus', 'kak', 'moderna', 'efeknya', 'gak', 'main', 'di', 'badanku', 'sampai', 'bikin', 'gak', 'bisa', 'bangun', 'semoga', 'kak', 'flo', 'gak', 'ada', 'efek', 'aneh', 'biar', 'gak', 'ganggu', 'aktivitas']","['sudah', 'booster', 'sejak', 'agustus', 'kak', 'moderna', 'efeknya', 'tidak', 'main', 'di', 'badanku', 'sampai', 'buat', 'tidak', 'bisa', 'bangun', 'semoga', 'kak', 'flo', 'tidak', 'ada', 'efek', 'aneh', 'agar', 'tidak', 'ganggu', 'aktivitas']","['booster', 'sejak', 'agustus', 'moderna', 'efeknya', 'main', 'badanku', 'buat', 'bangun', 'semoga', 'flo', 'efek', 'aneh', 'ganggu', 'aktivitas']","['booster', 'sejak', 'agustus', 'moderna', 'efek', 'main', 'badan', 'buat', 'bangun', 'moga', 'flo', 'efek', 'aneh', 'ganggu', 'aktivitas']","['booster', 'sejak', 'agustus', 'moderna', 'efeknya', 'main', 'badanku', 'buat', 'bangun', 'semoga', 'flo', 'efek', 'aneh', 'ganggu', 'aktivitas']",[],[],[],booster sejak agustus moderna efek main badan buat bangun moga flo efek aneh ganggu aktivitas
